"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"244","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","77","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"245","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","77","17","NcssMethodCount","The method 'getAvailableObjects()' has an NCSS line count of 42 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"246","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","77","17","CyclomaticComplexity","The method 'getAvailableObjects(String, String)' has a cyclomatic complexity of 14.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"247","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","81","5","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"248","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","81","5","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"249","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","90","25","ApexSuggestUsingNamedCred","Suggest named credentials for authentication","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsuggestusingnamedcred","Security","pmd"
"250","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","94","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"251","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","94","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"252","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","126","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"253","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","126","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"254","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","133","17","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"255","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","133","17","ApexDoc","Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"256","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","133","17","CyclomaticComplexity","The method 'getObjectDependencies(String, String, String, Integer, List<String>)' has a cyclomatic complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"257","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","140","5","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"258","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","140","5","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"259","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","165","11","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"260","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","165","11","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"261","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","187","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"262","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","187","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"263","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","194","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"264","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","194","18","CognitiveComplexity","The method 'prefetchMetadata(String, String, String, Integer, Set<String>)' has a cognitive complexity of 18, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"265","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","211","11","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"266","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","211","11","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"267","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","241","9","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"268","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","241","9","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"269","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","247","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"270","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","247","18","StdCyclomaticComplexity","The method 'collectParents' has a Standard Cyclomatic Complexity of 12.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"271","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","247","18","NcssMethodCount","The method 'collectParents()' has an NCSS line count of 42 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"272","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","247","18","CognitiveComplexity","The method 'collectParents(Map<String, Object>, Set<String>, Set<String>, Integer, Integer)' has a cognitive complexity of 47, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"273","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","247","18","CyclomaticComplexity","The method 'collectParents(Map<String, Object>, Set<String>, Set<String>, Integer, Integer)' has a cyclomatic complexity of 16.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"274","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","255","7","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"275","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","255","7","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"276","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","272","11","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"277","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","273","13","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"278","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","273","13","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"279","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","279","11","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"280","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","282","13","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"281","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","285","15","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"282","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","286","17","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"283","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","286","17","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"284","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","290","11","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"285","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","311","5","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"286","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","311","5","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"287","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","327","18","CognitiveComplexity","The method 'sendBatchRequest(String, String, List<String>)' has a cognitive complexity of 15, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"288","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","347","23","ApexSuggestUsingNamedCred","Suggest named credentials for authentication","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsuggestusingnamedcred","Security","pmd"
"289","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","365","11","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"290","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","371","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"291","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","371","13","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"292","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","379","7","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"293","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","379","7","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"294","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","383","18","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"295","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","383","18","StdCyclomaticComplexity","The method 'buildDependencyTree' has a Standard Cyclomatic Complexity of 17.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"296","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","383","18","NcssMethodCount","The method 'buildDependencyTree()' has an NCSS line count of 73 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"297","3","G:\Temp_data\Data Seed\DBT-Data-Seeding\force-app\main\default\classes\ExternalOrgDescribeService.cls","383","18","CognitiveComplexity","The method 'buildDependencyTree(String, String, String, Set<String>, Integer, Set<String>, Integer)' has a cognitive complexity of 66, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
